Timestamp,Game State,Team,Player,Penalized,Pose X,Pose Y, Pose A, isFallen, Ball Age, Ball X, Ball Y
209556,S,19,7,P,-1673.2092,-801.1618,-1.6376594,false,65631.0,-280.00464,-3350.7886
209609,S,13,1,U,-4149.7715,-57.10211,-0.034967344,false,-1.0,-10.0,-10.0
209670,S,19,1,P,-3235.0962,1775.7864,1.0945519,false,503346.0,0.0,0.0
209790,S,13,7,U,-3082.282,826.7998,-0.024262195,false,0.154609,3149.0332,-513.35864
210024,S,19,6,U,-3172.3025,-353.6871,-0.03496899,false,73861.0,-724.639,-47.19618
210151,S,19,2,U,-3208.1482,546.10297,-0.01392721,false,68837.0,-1761.13,-506.548
210190,S,19,3,U,-1292.4407,1512.6508,-0.14772269,false,72566.0,-1735.6711,-2584.6294
210328,S,19,5,P,-2895.811,-461.0428,1.2488823,false,80257.0,-41.8914,191.53455
210364,S,13,4,P,-830.2688,568.76764,1.6855507,false,-1.0,-10.0,-10.0
210370,S,19,4,U,-538.81616,192.0689,-0.06701253,false,67.0,550.5332,-111.61155
210373,S,13,6,P,1.1881493,2720.8662,-1.5555241,false,-1.0,-10.0,-10.0
210379,S,13,5,P,-881.7711,-392.02142,1.6640468,false,-1.0,-10.0,-10.0
210438,S,13,2,U,-3069.6248,-625.526,-0.10250761,false,0.126589,2973.964,858.724
210491,S,13,3,U,-1568.8215,620.6544,-0.12986544,false,0.16155499,1612.1366,-461.97498
210558,S,19,7,P,-1673.2092,-801.1618,-1.6377236,false,66650.0,-279.8501,-3350.802
210604,S,13,1,U,-4155.9404,-33.100323,-0.029380986,false,0.140594,4010.623,117.7658
210694,S,19,1,P,-3235.0962,1775.7865,0.5150986,false,504360.0,0.0,0.0
210786,S,13,7,U,-3074.092,822.7247,-0.025792437,false,0.188627,3105.735,-536.74164
211031,S,19,6,U,-3174.151,-353.6871,-0.035283666,false,74891.0,-724.6673,-46.762707
211161,S,19,2,U,-3207.5767,549.3832,-0.010191051,false,69863.0,-1761.4523,-505.42685
211369,S,19,5,P,-2895.811,-461.0428,1.2481098,false,81286.0,-42.03809,191.50243
211390,S,13,5,P,-923.0792,-433.32956,1.6623839,false,-1.0,-10.0,-10.0
211398,S,13,4,P,-830.2688,568.76764,1.6842105,false,-1.0,-10.0,-10.0
211439,S,13,2,U,-3065.5125,-636.9631,-0.11045407,false,0.160606,3065.681,883.9107
211448,S,19,4,U,-548.6279,181.80278,-0.061000366,false,44.0,553.9285,-88.38121
211459,S,13,6,P,-21.059818,2758.3918,-1.551645,false,-1.0,-10.0,-10.0
211494,S,13,3,U,-1568.8215,620.6544,-0.12881961,false,0.16253,1641.3055,-477.44104
211588,S,19,7,P,-1673.2092,-801.1618,-1.6379648,false,67663.0,-278.9706,-3350.8757
211607,S,13,1,U,-4161.07,-31.249535,-0.020640776,false,0.174544,3880.3286,115.09876
211651,S,19,3,U,-1281.2875,1517.5477,-0.16599818,false,73592.0,-1733.093,-2586.359
211704,S,19,1,P,-3235.0962,1775.7864,-0.13549829,false,505378.0,0.0,0.0
211786,S,13,7,U,-3074.092,822.7247,-0.025082486,false,0.156,3168.2756,-547.33716
212039,S,19,6,U,-3178.635,-353.6871,-0.036236614,false,75893.0,-724.67456,-46.65438
212196,S,19,2,U,-3213.8118,549.3834,-0.011534221,false,70870.0,-1761.3256,-505.8678
212232,S,19,3,U,-1281.4049,1523.051,-0.17189036,false,74598.0,-1734.3887,-2585.4907
212362,S,19,5,P,-2895.811,-461.0428,1.2485453,false,82289.0,-41.955215,191.52061
212365,S,13,4,P,-830.2688,568.76764,1.6839542,false,-1.0,-10.0,-10.0
212372,S,13,6,P,-49.32624,2721.0942,-1.5475276,false,-1.0,-10.0,-10.0
212381,S,13,5,P,-923.0792,-433.32956,1.6629435,false,-1.0,-10.0,-10.0
212437,S,13,2,U,-3093.9248,-640.8135,0.12504596,false,0.194613,2295.8867,238.08495
212482,S,19,4,U,-539.7522,169.96284,-0.041688982,false,34.0,553.9457,-85.57872
212492,S,13,3,U,-1610.4625,554.0126,-0.007216906,false,0.229872,1468.3918,-464.86728
212586,P,19,7,P,-1673.2092,-801.1618,-1.6380545,false,68663.0,-278.64236,-3350.9038
212606,P,13,1,U,-4163.9053,-29.08714,-0.021646837,false,0.141859,3887.104,117.38476
212700,P,19,1,P,-3235.0962,1775.7865,-0.7330478,false,506378.0,0.0,0.0
212791,P,13,7,U,-3125.7273,782.5342,-0.34703276,false,0.523188,3064.7712,317.09036
213041,P,19,6,U,-3178.0212,-353.6871,-0.034790616,false,76893.0,-724.673,-46.677525
213201,P,19,2,U,-3213.7817,549.38403,-0.016784072,false,71895.0,-1761.0782,-506.72778
213296,P,19,3,U,-1268.1089,1528.4001,-0.16432095,false,75624.0,-1732.1857,-2586.9675
213360,P,13,4,P,-830.2688,568.76764,1.6842837,false,-1.0,-10.0,-10.0
213369,P,13,6,P,-30.584223,2724.6216,-1.5520338,false,-1.0,-10.0,-10.0
213378,P,13,5,P,-963.9358,-474.18607,1.661022,false,-1.0,-10.0,-10.0
213405,P,19,5,P,-2895.811,-461.0428,1.2488173,false,83318.0,-41.902985,191.53203
213437,P,13,2,U,-3045.7336,-730.5239,0.29703072,false,0.161981,3025.9844,-122.3718
213467,P,19,4,U,-547.98755,182.31175,-0.06643454,false,610.0,552.96643,-81.32294
213491,P,13,3,U,-1669.5764,550.83484,-0.23876329,false,0.230557,1724.4583,-144.97256
213606,P,13,1,U,-4162.579,-18.28466,-0.030724116,false,0.142491,4149.191,123.650475
213614,P,19,7,P,-1673.2092,-801.1618,-1.6380932,false,69681.0,-278.51022,-3350.9155
213741,P,19,1,P,-3235.0962,1775.7865,-1.3571289,false,507392.0,0.0,0.0
213788,P,13,7,U,-3170.708,712.74365,-0.38425806,false,0.62383,3553.0452,685.3916
214059,P,19,6,U,-3175.5447,-353.6871,-0.039717607,false,77923.0,-724.77094,-45.126755
214258,P,19,2,U,-3212.5896,549.3847,-0.0069583347,false,72928.0,-1760.9401,-507.20728
214278,P,19,3,U,-1262.3795,1529.388,-0.16062343,false,67.0,1543.181,-1246.1564
214367,P,13,6,P,-115.98483,2690.7131,-1.5324163,false,-1.0,-10.0,-10.0
214369,P,13,4,P,-830.2688,568.76764,1.6846685,false,-1.0,-10.0,-10.0
214381,P,13,5,P,-1005.3153,-515.5655,1.6620057,false,-1.0,-10.0,-10.0
214394,P,19,5,P,-2895.811,-461.0428,1.2482331,false,84321.0,-42.013264,191.5079
214441,P,13,2,U,-3022.5044,-695.14026,0.16141346,false,0.129353,3052.9539,121.269104
214491,P,13,3,U,-1679.5239,509.5837,-0.3509181,false,0.164662,1692.175,34.99457
214585,P,19,7,P,-1673.2092,-801.1618,-1.6381173,false,70681.0,-278.41913,-3350.9229
214606,P,13,1,U,-4164.101,-15.509235,-0.03155746,false,0.143145,3875.5315,131.4704
214678,P,19,4,U,-548.6861,181.8743,-0.05244003,false,11.0,553.7364,-78.879776
214735,P,19,1,P,-3235.0962,1775.7865,-1.9566616,false,508410.0,0.0,0.0
214784,P,13,7,U,-3135.985,774.2808,-0.36576045,false,0.158093,2895.3943,374.917
215140,P,19,6,U,-3175.0186,-353.6871,-0.035043385,false,79022.0,-724.796,-44.72171
215255,P,19,2,U,-3208.9937,549.38525,-0.014379644,false,73935.0,-1761.1721,-506.40158
215255,P,19,3,U,-1260.428,1534.6185,-0.16913335,false,973.0,1543.0118,-1252.559
215370,P,13,6,P,-63.85649,2725.462,-1.5469617,false,-1.0,-10.0,-10.0
215393,P,13,4,P,-830.2688,568.76764,1.6841476,false,-1.0,-10.0,-10.0
215394,P,19,5,P,-2895.811,-461.0428,1.2485293,false,85321.0,-41.95799,191.52002
215429,P,19,4,U,-541.0169,160.6221,-0.061061673,false,33.0,553.6976,-77.77842
215430,P,13,5,P,-1005.3153,-515.5655,1.6611564,false,-1.0,-10.0,-10.0
215438,P,13,2,U,-3071.7346,-665.2283,0.14745261,false,0.130248,3135.7183,111.52653
215491,P,13,3,U,-1679.519,509.58197,-0.3484041,false,0.165381,1712.8811,30.036482
215606,P,13,1,U,-4164.332,-11.856495,-0.03507007,false,0.143824,4066.5112,141.52495
215621,P,19,7,P,-1673.2092,-801.1618,-1.6377891,false,71694.0,-279.49167,-3350.8333
215736,P,19,1,P,-3235.0962,1775.7865,-2.5925932,false,509424.0,0.0,0.0
215786,P,13,7,U,-3134.4714,648.7613,-0.1587476,false,0.225417,2839.1064,-140.07742
216159,P,19,6,U,-3174.1716,-372.56955,-0.032879215,false,80022.0,-724.69836,-46.277367
216285,P,19,2,U,-3208.906,549.38525,-0.015649756,false,74967.0,-1761.2867,-506.00314
216336,P,19,3,U,-1259.07,1536.308,-0.17941648,false,1999.0,1542.8004,-1252.8188
216377,P,13,6,P,-139.4251,2659.994,-1.5317175,false,-1.0,-10.0,-10.0
216391,P,13,5,P,-1005.3153,-515.5655,1.6624119,false,-1.0,-10.0,-10.0
216413,P,19,4,U,-549.1596,215.5239,-0.07316845,false,33.0,554.23114,-79.216194
216425,P,19,5,P,-2895.811,-461.0428,1.2481782,false,86350.0,-42.023724,191.50563
216445,P,13,2,U,-3076.3782,-645.11163,0.13822338,false,0.13185,3014.849,98.10369
216489,P,13,4,P,-821.6511,605.9785,1.66399,false,-1.0,-10.0,-10.0
216495,P,13,3,U,-1679.519,509.58197,-0.3482855,false,0.16619,1705.0967,32.77729
216606,P,13,1,U,-4161.9814,-3.413329,-0.04306129,false,0.144462,3961.5906,115.44561
216621,P,19,7,P,-1673.2092,-801.1618,-1.6385571,false,72694.0,-277.0941,-3351.032
216769,P,19,1,P,-3235.0962,1775.7865,3.0802188,false,510442.0,0.0,0.0
216787,P,13,7,U,-3135.9448,620.07117,-0.1148123,false,0.22616,3032.6072,-203.20508
217197,P,19,6,U,-3175.432,-372.56955,-0.035015482,false,81024.0,-724.69855,-46.273907
217292,P,19,3,U,-1258.5963,1544.7958,-0.17582084,false,473.0,1544.001,-1261.4922
217340,P,19,2,U,-3210.259,549.3854,-0.0074943313,false,75967.0,-1761.1173,-506.59314
217373,P,13,6,P,-129.0377,2636.3071,-1.5329444,false,-1.0,-10.0,-10.0
217392,P,13,5,P,-1005.3153,-515.5655,1.661615,false,-1.0,-10.0,-10.0
217436,P,19,5,U,-3321.057,-3099.6863,1.5090957,false,87353.0,-41.291245,191.66492
217442,P,13,2,U,-3074.676,-640.40076,0.13461566,false,0.132576,3017.8213,102.8453
217445,P,13,4,P,-821.6511,605.9785,1.6626681,false,-1.0,-10.0,-10.0
217492,P,13,3,U,-1679.519,509.58197,-0.34864587,false,0.166905,1710.7108,26.228703
217518,P,19,4,U,-534.19574,180.58267,-0.05539477,false,544.0,554.2933,-77.27886
217608,P,13,1,U,-4163.374,-4.7412667,-0.040033992,false,0.145112,3795.2603,111.32786
217620,P,19,7,P,-1673.2092,-801.1618,-1.6381992,false,73713.0,-278.25052,-3350.936
217789,P,13,7,U,-3135.9465,620.0576,-0.11504303,false,0.160202,3113.8745,-210.16304
217818,P,19,1,P,-3235.0962,1775.7865,2.4668133,false,511442.0,0.0,0.0
218183,P,19,6,U,-3170.5803,-373.15054,-0.030103605,false,82054.0,-726.5133,-46.202557
218304,P,19,2,U,-3209.8638,550.638,-0.010504138,false,76992.0,-1760.1626,-506.47025
218328,P,19,3,U,-1251.1816,1546.2078,-0.3589009,false,1506.0,1748.7941,-933.4141
218368,P,13,6,P,-153.98375,2605.9866,-1.5273856,false,-1.0,-10.0,-10.0
218371,P,13,4,P,-821.6511,605.9785,1.6630645,false,-1.0,-10.0,-10.0
218450,P,19,4,U,-507.92316,162.29918,-0.26343703,false,11.0,510.04666,1.8180532
218457,P,13,2,U,-3078.0535,-640.9448,0.14040387,false,0.166564,3087.8115,108.530914
218496,P,13,3,U,-1679.519,509.58197,-0.3505537,false,0.167624,1766.9471,8.7282505
218546,P,19,5,U,-3327.0857,-3087.1724,1.5092007,false,88382.0,-40.84221,191.76112
218605,P,13,1,U,-4163.3364,-6.7106543,-0.03673239,false,0.212449,3905.293,116.59266
218652,P,19,7,P,-1673.2092,-801.1618,-1.6387848,false,74726.0,-276.25555,-3351.1016
218767,P,19,1,P,-3235.0962,1775.7865,0.82052785,false,512455.0,0.0,0.0
218781,P,13,5,P,-1047.0267,-557.2769,1.6641201,false,-1.0,-10.0,-10.0
218784,P,13,7,U,-3135.9465,620.0576,-0.11589886,false,0.160907,3181.4316,-214.26096
219165,P,19,6,U,-3121.3462,-409.35214,0.19587848,false,83054.0,-773.651,167.43672
219289,P,19,2,U,-3217.6572,535.5381,-0.21349806,false,77992.0,-1626.8827,-823.6374
219374,P,13,6,P,-103.69062,2649.163,-1.5409601,false,-1.0,-10.0,-10.0
219402,P,13,5,P,-1088.6296,-598.8797,1.6630005,false,-1.0,-10.0,-10.0
219429,P,13,4,P,-821.6511,605.9785,1.6623981,false,-1.0,-10.0,-10.0
219441,P,13,2,U,-2946.486,-623.822,0.12479965,false,0.133947,3060.203,107.52861
219469,P,19,5,U,-3327.0864,-3087.1726,1.5092019,false,89385.0,-40.8708,191.75502
219474,P,19,4,U,-409.71527,172.48149,-0.4669224,false,34.0,421.51636,97.91349
219502,P,13,3,U,-1679.519,509.58197,-0.35114473,false,0.168372,1707.1418,30.322725
219615,P,13,1,U,-4162.5483,-7.786052,-0.03496474,false,0.213063,4039.0125,137.31548
219649,P,19,7,P,-1673.2092,-801.1618,-1.6386839,false,75745.0,-276.73373,-3351.062
219745,P,19,3,U,-1186.2515,1480.4276,-1.4763817,false,2538.0,1630.0137,965.4222
219788,P,13,7,U,-3135.9465,620.0576,-0.116337314,false,0.128693,3316.4927,-202.56837
219906,P,19,1,P,-3235.0962,1775.7865,-1.6699785,false,513455.0,0.0,0.0
220188,P,19,6,U,-3161.5554,-286.5024,0.19766659,false,84056.0,-933.651,187.43668
220325,P,19,2,U,-3267.8289,545.62946,-0.22632372,false,78998.0,-1581.425,-824.27655
220359,P,13,4,P,-821.6511,605.9785,1.6623774,false,-1.0,-10.0,-10.0
220384,P,13,5,P,-1088.6296,-598.8797,1.6632296,false,-1.0,-10.0,-10.0
220388,P,13,6,P,-93.19654,2646.2144,-1.5382863,false,-1.0,-10.0,-10.0
220446,P,13,2,U,-2978.0107,-657.03546,0.20358194,false,0.201291,2919.7422,57.615284
220467,P,19,3,U,-1180.6431,1303.8857,-1.5989021,false,107.0,1207.8247,976.60034
220476,P,19,4,U,-336.71185,86.77377,-0.08140361,false,11.0,329.5546,-13.288875
220495,P,13,3,U,-1679.519,509.58197,-0.3522883,false,0.169104,1678.9182,31.056623
220524,P,19,5,U,-3322.9478,-3091.8206,1.5103087,false,90418.0,-40.636208,191.80484
220607,P,13,1,U,-4162.1763,-9.30759,-0.032816697,false,0.14786,3967.291,134.78784
220682,P,19,7,P,-1673.2092,-801.1618,-1.6384103,false,76758.0,-277.57507,-3350.9932
220786,P,13,7,U,-3135.9465,620.0576,-0.11606495,false,0.19601,3228.0027,-179.94447
220798,P,19,1,P,-3235.0962,1775.7865,-2.277192,false,514473.0,0.0,0.0
221198,P,19,6,U,-3161.5554,-286.50244,0.19766699,false,85086.0,-933.651,187.43668
221368,P,13,4,P,-821.6511,605.9785,1.662754,false,-1.0,-10.0,-10.0
221372,P,13,6,P,-117.625725,2653.7803,-1.5360165,false,-1.0,-10.0,-10.0
221388,P,19,2,U,-3221.243,490.9369,-0.14033079,false,80031.0,-1672.5789,-698.8948
221397,P,13,5,P,-1088.6296,-598.8797,1.6636051,false,-1.0,-10.0,-10.0
221442,P,13,2,U,-3150.1638,-572.0887,0.4544166,false,0.468675,3009.8257,-882.7101
221501,P,13,3,U,-1677.7052,514.5086,-0.35193223,false,0.169799,1787.2703,-47.663956
221510,P,19,4,U,-169.4387,87.06985,-0.17445146,false,12.0,175.49481,-32.1093
221563,P,19,5,U,-3308.0403,-3082.228,1.3091052,false,91484.0,-99.671715,184.5849
221598,P,19,3,U,-1175.4049,1242.077,-1.4811236,false,799.0,1082.3102,967.16724
221610,P,13,1,U,-4161.839,-10.496361,-0.03263922,false,0.148626,3923.9287,117.397026
221688,P,19,7,P,-1673.2092,-801.1618,-1.6385257,false,77777.0,-277.22113,-3351.0222
221788,P,13,7,U,-3135.9465,620.0576,-0.11487852,false,0.163388,3230.4573,-231.70708
221795,P,19,1,P,-3235.0962,1775.7865,-2.883244,false,515473.0,0.0,0.0
222317,P,19,6,U,-3161.5554,-286.50244,0.19766723,false,86088.0,-933.651,187.43668
222376,P,13,6,P,-130.89667,2678.018,-1.5321652,false,-1.0,-10.0,-10.0
222391,P,13,5,P,-1088.6296,-598.8797,1.6635165,false,-1.0,-10.0,-10.0
222422,P,13,4,P,-821.6511,605.9785,1.6611625,false,-1.0,-10.0,-10.0
222428,P,19,2,U,-3198.8362,480.0802,-0.18004714,false,81123.0,-1667.5023,-772.6071
222442,P,13,2,U,-3036.0894,-582.75696,0.22307749,false,0.136208,2475.838,-117.951584
222492,P,13,3,U,-1651.9639,459.4082,-0.26682934,false,0.137181,1004.67004,-321.215
222494,P,19,4,U,6.1672387,161.6607,0.67750293,false,33.0,662.5825,-479.6261
222616,P,13,1,U,-4161.8804,-9.22336,-0.03362375,false,0.149249,3079.9836,3.6693778
222617,P,19,5,U,-3299.1694,-3074.1653,2.3819344,false,92550.0,130.14288,166.18452
222628,P,19,3,U,-1131.4891,1084.3424,-1.6013739,false,1832.0,831.8336,1013.2125
222686,P,19,7,P,-1673.2092,-801.1618,-1.6384565,false,78777.0,-277.5348,-3350.997
222802,P,19,1,P,-3235.0962,1775.7865,2.7655046,false,516487.0,0.0,0.0
222819,P,13,7,U,-3107.1404,546.258,0.28957343,false,0.264049,1976.7577,-1410.9247
223235,P,19,6,U,-3161.5554,-286.50244,0.26418835,false,87118.0,-919.9445,246.04657
223370,P,13,4,P,-821.6511,605.9785,1.6602694,false,-1.0,-10.0,-10.0
223375,P,13,6,P,-120.5303,2619.9624,-1.5346285,false,-1.0,-10.0,-10.0
223387,P,13,5,P,-1130.5303,-640.78033,1.6635281,false,-1.0,-10.0,-10.0
223441,P,13,2,U,-3011.4148,-506.8378,0.21750799,false,0.137232,2051.7222,-350.65964
223477,P,19,2,U,-3220.585,475.78238,-0.23490362,false,82156.0,-1666.1022,-780.91876
223495,P,13,3,U,-1469.0822,454.84354,-0.88078815,false,0.171222,756.7168,-337.98047
223545,P,19,4,U,165.17932,328.28586,0.60992986,false,100.0,927.8019,-492.2015
223611,P,13,1,U,-4158.2534,-9.138585,-0.035830967,false,0.149888,2840.7117,-202.1739
223654,P,19,3,U,-954.71375,875.8916,-1.7642349,false,2865.0,605.82263,1011.6703
223712,P,19,7,P,-1673.2092,-801.1618,-1.6386386,false,79790.0,-276.94113,-3351.0457
223721,P,19,5,U,-3301.9812,-3058.9656,-2.657376,false,93579.0,217.28455,-37.437523
223798,P,13,7,U,-2958.2812,554.566,0.38620934,false,0.164806,1553.6058,-1647.3999
223834,P,19,1,P,-3235.0962,1775.7865,2.1462543,false,517505.0,0.0,0.0
224248,P,19,6,U,-3087.7642,-235.36984,0.27268112,false,88118.0,-901.31085,131.33725
224363,P,13,4,P,-821.6511,605.9785,1.6602054,false,-1.0,-10.0,-10.0
224370,P,13,6,P,-178.23799,2620.1292,-1.5223703,false,0.13598,3752.1177,1683.3616
224441,P,13,2,U,-3118.3691,-437.72995,0.09338951,false,0.171233,2097.3076,-154.46346
224442,P,13,5,P,-1130.5303,-640.78033,1.6639701,false,-1.0,-10.0,-10.0
224494,P,13,3,U,-1334.7418,465.05615,-1.2834948,false,0.171893,816.82794,-193.22903
224547,P,19,4,U,342.34906,364.90564,0.1838805,false,12.0,897.78986,-28.222752
224573,P,19,2,U,-3244.3794,489.27197,0.025760114,false,83163.0,-1745.6329,-350.13968
224609,P,13,1,U,-4158.2534,-9.138585,-0.036749355,false,0.150528,2661.6594,-304.8632
224624,P,19,3,U,-992.4474,850.7514,-1.0221208,false,3904.0,1071.264,437.12463
224665,P,19,5,U,-3309.515,-3050.517,-1.6954266,false,94582.0,106.71198,-201.35954
224724,P,19,7,P,-1673.2092,-801.1618,-1.638536,false,80809.0,-277.28946,-3351.0173
224787,P,13,7,U,-2943.8962,493.1025,0.63028395,false,0.13219,1053.9922,-1839.4999
224828,P,19,1,P,-3235.0962,1775.7864,1.5334162,false,518519.0,0.0,0.0
225271,P,19,6,U,-3143.974,-106.27446,0.03764247,false,89120.0,-897.6175,-217.06546
225362,P,13,4,P,-821.6511,605.9785,1.6603303,false,-1.0,-10.0,-10.0
225374,P,13,6,P,-168.36632,2593.0754,-1.5228813,false,0.136678,3408.9639,1529.6548
225381,P,13,5,P,-1130.5303,-640.78033,1.6650839,false,-1.0,-10.0,-10.0
225447,P,13,2,U,-3104.0122,-322.89874,-0.017575923,false,0.138633,1857.481,-10.809147
225493,P,13,3,U,-1224.1553,284.20697,-1.5746675,false,0.13689,483.463,34.85942
225543,P,19,4,U,655.3147,409.7857,-0.04013417,false,33.0,709.22876,121.8741
225553,P,19,2,U,-3220.454,469.78476,0.0045780423,false,84222.0,-1794.2515,-354.4595
225610,P,13,1,U,-4158.2534,-9.138585,-0.037328713,false,0.151162,2647.4912,-304.87006
225653,P,19,3,U,-898.3576,825.6066,-0.027254038,false,4904.0,896.82947,-649.87225
225739,P,19,5,U,-3318.7095,-3039.6018,-0.50276583,false,95648.0,-142.76375,-167.9146
225746,P,19,7,P,-1673.2092,-801.1618,-1.638514,false,81822.0,-277.37216,-3351.0107
225798,P,13,7,U,-2770.2358,474.85373,0.31710404,false,0.132872,1217.9005,-1567.1454
225861,P,19,1,P,-3235.0962,1775.7865,0.93100905,false,519537.0,0.0,0.0
226282,P,19,6,U,-3138.706,8.100202,-0.0415047,false,90150.0,-908.32935,-458.21222
226377,P,13,6,P,-133.65366,2581.3943,-1.5318105,false,0.437218,3576.5137,1605.2875
226396,P,13,5,P,-1130.5303,-640.78033,1.6637384,false,-1.0,-10.0,-10.0
226420,P,13,4,P,-821.6511,605.9785,1.658953,false,-1.0,-10.0,-10.0
226441,P,13,2,U,-3015.637,-400.67358,9.90473E-4,false,0.139342,1859.1484,-40.24009
226497,P,13,3,U,-1315.7289,158.43213,-1.5819687,false,0.137586,345.83563,115.87842
226544,P,19,4,U,879.96954,419.06146,0.21732837,false,322.0,483.28125,-26.194305
226553,P,19,2,U,-3222.9417,467.0537,-0.010703096,false,85254.0,-1791.9392,-397.20062
226615,P,13,1,U,-4158.2534,-9.138585,-0.03835725,false,0.151851,2714.8447,-276.15594
226662,P,19,3,U,-709.7558,849.843,0.009189166,false,5930.0,638.61554,-673.8764
226748,P,19,7,P,-1673.2092,-801.1618,-1.6389166,false,82841.0,-276.06744,-3351.119
226786,P,13,7,U,-2571.5593,504.52835,0.4340048,false,0.36678,989.56976,-1547.286
226835,P,19,5,U,-3309.393,-3060.9778,0.5928701,false,96677.0,-215.8595,81.04004
226860,P,19,1,P,-3235.0962,1775.7865,0.3210305,false,520537.0,0.0,0.0
227301,P,19,6,U,-3117.645,10.758042,-0.0018289356,false,91152.0,-949.634,-426.07718
227367,P,13,4,P,-821.6511,605.9785,1.6580324,false,-1.0,-10.0,-10.0
227372,P,13,6,P,-111.85492,2582.4785,-1.537274,false,0.138092,3707.7222,1653.6274
227388,P,13,5,P,-1212.7847,-723.03467,1.6596025,false,-1.0,-10.0,-10.0
227442,P,13,2,U,-3008.4077,-393.1655,-0.006820727,false,0.140071,1966.0023,-46.851196
227494,P,13,3,U,-1333.615,-141.56317,-1.0752788,false,0.138293,318.3016,152.90588
227580,P,19,2,U,-3222.6812,468.97998,-0.042140488,false,86261.0,-1773.0901,-454.1836
227580,P,19,4,U,1089.0635,439.12967,-0.12591708,false,11.0,294.39035,82.44156
227609,P,13,1,U,-4158.2534,-9.138585,-0.03990125,false,0.185802,2598.2546,-265.34232
227746,P,19,7,P,-1673.2092,-801.1618,-1.6391761,false,83841.0,-275.1857,-3351.1914
227763,P,19,5,U,-3299.809,-3051.551,1.8573685,false,97681.0,-4.56837,248.76646
227776,P,19,3,U,-663.0446,811.5178,0.28950995,false,6996.0,402.90933,-694.45526
227787,P,13,7,U,-2450.123,528.80994,0.51471305,false,0.16758,588.4072,-1669.8507
227861,P,19,1,P,-3235.0962,1775.7865,-0.28273124,false,521550.0,0.0,0.0
228323,P,19,6,U,-2688.2305,183.50047,0.050108615,false,92182.0,-1109.6339,-446.07712
228451,P,13,2,U,-2970.2212,-313.77814,-0.049557395,false,0.940344,1826.4792,-42.083824
228495,P,13,3,U,-1236.6985,-375.24518,-0.66634554,false,0.138995,214.79448,183.30556
228567,P,13,6,P,-111.85492,2582.4785,-1.5351716,false,0.172105,3486.662,1572.2734
228577,P,19,4,U,1197.8524,468.06427,-0.2746647,false,11.0,174.65483,63.68052
228611,P,13,1,U,-4158.2534,-9.138585,-0.039163344,false,1.185992,2598.0571,-267.25934
228675,P,19,2,U,-3298.2898,474.5581,0.13108309,false,87327.0,-1766.3434,-170.50983
228764,P,19,3,U,-508.16583,895.403,0.46312785,false,8035.0,181.38875,-732.6086
228776,P,19,7,P,-1673.2092,-801.1618,-1.6396947,false,84854.0,-273.47427,-3351.3318
228781,P,13,4,P,-821.6511,605.9785,1.6570928,false,-1.0,-10.0,-10.0
228784,P,13,5,P,-1212.7847,-723.03467,1.6605576,false,-1.0,-10.0,-10.0
228790,P,13,7,U,-2433.7756,735.18445,0.3835138,false,0.234923,556.72174,-1603.517
228876,P,19,1,P,-3235.0962,1775.7864,-0.8984463,false,522550.0,0.0,0.0
228923,P,19,5,U,-3284.4333,-3054.4001,2.934045,false,98743.0,222.38013,125.720726
229312,P,19,6,U,-2688.2305,183.50053,0.05010863,false,93182.0,-1109.6339,-446.07712
229361,P,13,4,P,-821.6511,605.9785,1.6570938,false,-1.0,-10.0,-10.0
229377,P,13,6,P,-151.3091,2586.582,-1.5230007,false,0.83913,3693.1284,1673.2363
229390,P,13,5,P,-1212.7847,-723.03467,1.657727,false,-1.0,-10.0,-10.0
229448,P,13,2,U,-2988.3623,-262.88092,-0.12981984,false,1.940498,1862.7981,73.449135
229494,P,13,3,U,-1184.336,-332.71375,-0.35510838,false,0.106394,127.12432,-160.513
229579,P,19,4,U,1273.5059,460.22964,-0.20432526,false,33.0,228.35135,168.04266
229611,P,13,1,U,-4158.777,-15.133621,-0.029865807,false,2.18616,2598.1013,-266.82236
229710,P,19,2,U,-3206.2563,421.59515,-0.67654115,false,88327.0,-1213.4731,-1387.8434
229782,P,19,7,P,-1673.2092,-801.1618,-1.639259,false,85873.0,-274.9496,-3351.2114
229788,P,13,7,U,-2247.4473,903.33136,0.35144192,false,1.235049,316.08618,-1592.7375
229831,P,19,3,U,-445.53094,992.53925,0.33165905,false,373.0,1602.1184,-1005.443
229861,P,19,5,U,-3302.7432,-3078.0151,-2.2697449,false,37.0,1101.8103,-346.75836
229893,P,19,1,P,-3235.0962,1775.7865,-1.5088232,false,523568.0,0.0,0.0
230315,P,19,6,U,-2688.2305,183.50053,-0.4794022,false,94184.0,-707.8356,-963.97144
230366,P,13,4,U,-821.6511,605.9785,1.657342,false,-1.0,-10.0,-10.0
230371,P,13,6,P,-128.51729,2582.7183,-1.5283138,false,1.83929,3696.4333,1665.921
230399,P,13,5,U,-1212.7847,-723.03467,1.6592696,false,-1.0,-10.0,-10.0
230446,P,13,2,U,-3109.9683,-267.4327,-0.3560231,false,0.342058,2041.9032,442.48938
230497,P,13,3,U,-1263.8253,-533.6354,-0.8279962,false,0.14037,139.05704,-146.56174
230594,P,19,4,U,1452.2372,598.32996,-0.40016547,false,100.0,321.1064,307.56003
230663,P,13,1,U,-4166.6533,-18.14489,-0.024386361,false,0.154441,2914.917,-640.82184
